Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
3728,"[('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
3738,"[('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('cumin_seed', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
3740,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_calorie', 'HasCalorieLevel'), ('less_than_15_mins', 'needTimeToCook'), ('milk', 'contains')]",3,1,0.3333333333333333,1,1,1.0,0.5,3,1,0.3333333333333333
3748,"[('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('asia', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('red_onion', 'contains')]",3,0,0.0,1,0,0.0,0.0,3,1,0.3333333333333333
3751,"[('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('less_than_30_mins', 'needTimeToCook'), ('pepper', 'contains')]",12,0,0.0,1,0,0.0,0.0,12,3,0.25
3752,"[('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('honey', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3756,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('middle_east', 'isFromRegion'), ('tomato', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
3759,"[('low_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('paleo', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3764,"[('high_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('africa', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('honey', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3767,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('high_calorie', 'HasCalorieLevel'), ('north_america', 'isFromRegion'), ('flour', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
3769,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('honey', 'contains')]",14,0,0.0,1,0,0.0,0.0,14,4,0.2857142857142857
3770,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('middle_east', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('water_(eurofir)', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,1,0.5
3779,"[('medium_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3781,"[('low_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType'), ('oceania', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('water_(eurofir)', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3787,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType'), ('vegetarian', 'hasDietType'), ('asia', 'isFromRegion'), ('cinnamon', 'contains')]",3,0,0.0,1,0,0.0,0.0,3,0,0.0
3797,"[('medium_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('asia', 'isFromRegion'), ('water_(eurofir)', 'contains')]",2,1,0.5,1,1,1.0,0.6666666666666666,2,1,0.5
3802,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('less_than_6_hours', 'needTimeToCook'), ('onion', 'contains')]",5,0,0.0,1,0,0.0,0.0,5,1,0.2
3804,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('milk', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,1,0.5
3807,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('standard', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('black_pepper_(ground)', 'contains')]",2,1,0.5,1,1,1.0,0.6666666666666666,2,1,0.5
3812,"[('high_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType'), ('paleo', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('pepper', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
3813,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('vegan', 'hasDietType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3814,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('africa', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('cumin_seed', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
3821,"[('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('africa', 'isFromRegion'), ('red_onion', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3840,"[('high_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('less_than_30_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3845,"[('medium_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('middle_east', 'isFromRegion'), ('cumin_seed', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
3854,"[('low_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3873,"[('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('honey', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
3874,"[('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('middle_east', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('brown_sugar', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3885,"[('low_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('baking_powder', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3889,"[('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('medium_sugar', 'HasSugarLevel'), ('dessert', 'isForMealType'), ('vegetarian', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('black_pepper_(ground)', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
3898,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('milk', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3905,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook'), ('cumin_seed', 'contains')]",9,1,0.1111111111111111,1,1,1.0,0.19999999999999998,9,3,0.3333333333333333
3913,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('less_than_15_mins', 'needTimeToCook'), ('brown_sugar', 'contains')]",162,1,0.006172839506172839,1,1,1.0,0.012269938650306747,162,49,0.30246913580246915
3922,"[('high_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('vegan', 'hasDietType'), ('middle_east', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('garlic_clove', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3935,"[('medium_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('global', 'isFromRegion'), ('baking_powder', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3947,"[('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('honey', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
3948,"[('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('vegan', 'hasDietType'), ('cumin_seed', 'contains')]",20,0,0.0,1,0,0.0,0.0,20,3,0.15
3958,"[('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('onion', 'contains')]",17,0,0.0,1,0,0.0,0.0,17,1,0.058823529411764705
3983,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('flour', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3991,"[('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
3994,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('north_america', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('sugar', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4018,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4019,"[('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('chicken_egg', 'contains')]",3,0,0.0,1,0,0.0,0.0,3,1,0.3333333333333333
4027,"[('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",2,1,0.5,1,1,1.0,0.6666666666666666,2,1,0.5
4029,"[('high_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('less_than_4_hours', 'needTimeToCook'), ('chicken_egg', 'contains')]",4,0,0.0,1,0,0.0,0.0,4,0,0.0
4038,"[('low_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('cumin_seed', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4050,"[('high_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('standard', 'hasDietType'), ('water_(eurofir)', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4054,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('starter', 'isForMealType'), ('africa', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",2,1,0.5,1,1,1.0,0.6666666666666666,2,1,0.5
4057,"[('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4069,"[('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('garlic_clove', 'contains')]",3,1,0.3333333333333333,1,1,1.0,0.5,3,1,0.3333333333333333
4070,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('vegan', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('chicken_egg', 'contains')]",4,0,0.0,1,0,0.0,0.0,4,0,0.0
4072,"[('high_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('less_than_6_hours', 'needTimeToCook'), ('tomato', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4078,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType'), ('vegan', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4080,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
4084,"[('high_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('asia', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('sugar', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4086,"[('medium_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('water_(eurofir)', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4088,"[('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('starter', 'isForMealType'), ('paleo', 'hasDietType'), ('less_than_6_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4090,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('paleo', 'hasDietType'), ('europe', 'isFromRegion'), ('pepper', 'contains')]",6,0,0.0,1,0,0.0,0.0,6,2,0.3333333333333333
4101,"[('medium_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('lemon_juice', 'contains')]",8,1,0.125,1,1,1.0,0.2222222222222222,8,2,0.25
4114,"[('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('standard', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4116,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('brunch', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('tomato', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4122,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('global', 'isFromRegion'), ('salt_product', 'contains')]",9,0,0.0,1,0,0.0,0.0,9,1,0.1111111111111111
4125,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('garlic_clove', 'contains')]",4,1,0.25,1,1,1.0,0.4,4,1,0.25
4143,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('less_than_30_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4150,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('vegetarian', 'hasDietType'), ('more_than_6_hours', 'needTimeToCook'), ('olive_oil', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
4151,"[('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,1,0.5
4154,"[('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType'), ('more_than_6_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4162,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('cinnamon', 'contains')]",1,1,1.0,1,1,1.0,1.0,1,1,1.0
4163,"[('low_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_6_hours', 'needTimeToCook'), ('milk', 'contains')]",4,1,0.25,1,1,1.0,0.4,4,1,0.25
4169,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('lunch', 'isForMealType'), ('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('black_pepper_(ground)', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4173,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('paleo', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4183,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('africa', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('black_pepper_(ground)', 'contains')]",1,0,0.0,1,0,0.0,0.0,1,0,0.0
4200,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('standard', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('tomato', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4214,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('sugar', 'contains')]",2,0,0.0,1,0,0.0,0.0,2,0,0.0
4226,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('salt_product', 'contains')]",4,0,0.0,1,0,0.0,0.0,4,2,0.5
