Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
6484,"[('medium_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('north_america', 'isFromRegion'), ('baking_powder', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6514,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('oceania', 'isFromRegion'), ('lemon_juice', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6532,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('vegetarian', 'hasDietType'), ('more_than_6_hours', 'needTimeToCook'), ('sugar', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
6550,"[('low_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('onion', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6573,"[('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('onion', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6589,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('high_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('cumin_seed', 'contains')]",3,0,0.0,1,0,0.0,3,0,0.0,0.0
6610,"[('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('middle_east', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('cumin_seed', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6639,"[('low_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('red_onion', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6645,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('butter', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
6660,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('oceania', 'isFromRegion'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6677,"[('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('asia', 'isFromRegion'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6684,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('middle_east', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
6686,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('onion', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6777,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType'), ('global', 'isFromRegion'), ('garlic_clove', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6782,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('snack', 'isForMealType'), ('standard', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6785,"[('high_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('drink', 'isForMealType'), ('standard', 'hasDietType'), ('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6800,"[('low_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6900,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('brunch', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook'), ('red_onion', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6949,"[('low_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType'), ('less_than_4_hours', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
6987,"[('low_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('global', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('sugar', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7006,"[('high_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('europe', 'isFromRegion'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7077,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('salt_product', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7106,"[('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('europe', 'isFromRegion')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7108,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7124,"[('high_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('standard', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('salt_product', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7139,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7162,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('less_than_6_hours', 'needTimeToCook'), ('butter', 'contains')]",2,0,0.0,1,0,0.0,2,1,0.5,0.0
7172,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('drink', 'isForMealType'), ('vegan', 'hasDietType')]",4,0,0.0,1,0,0.0,4,0,0.0,0.0
7185,"[('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('less_than_30_mins', 'needTimeToCook'), ('honey', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7188,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType'), ('global', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7219,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7224,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('standard', 'hasDietType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",4,0,0.0,1,0,0.0,4,0,0.0,0.0
7254,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7280,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7325,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('salt_product', 'contains')]",3,0,0.0,1,0,0.0,3,0,0.0,0.0
7327,"[('high_fat', 'HasFatLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('paleo', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7345,"[('low_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('chicken_egg', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7370,"[('low_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7378,"[('high_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('standard', 'hasDietType'), ('more_than_6_hours', 'needTimeToCook'), ('red_onion', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7386,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7387,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType'), ('paleo', 'hasDietType'), ('tomato', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7415,"[('high_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType'), ('middle_east', 'isFromRegion'), ('lemon_juice', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7421,"[('medium_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_6_hours', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7460,"[('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('standard', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7493,"[('high_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType'), ('onion', 'contains')]",5,0,0.0,1,0,0.0,5,0,0.0,0.0
7494,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('standard', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('milk', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7499,"[('medium_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('onion', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7511,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('low_calorie', 'HasCalorieLevel'), ('drink', 'isForMealType'), ('vegetarian', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",3,0,0.0,1,0,0.0,3,0,0.0,0.0
7517,"[('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('vegetarian', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7520,"[('low_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7538,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('dinner', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('garlic_clove', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7565,"[('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7621,"[('high_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7631,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('global', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('salt_product', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7717,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('cinnamon', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7731,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('drink', 'isForMealType'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('chicken_egg', 'contains')]",3,0,0.0,1,0,0.0,3,0,0.0,0.0
7760,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('pepper', 'contains')]",5,0,0.0,1,0,0.0,5,0,0.0,0.0
7792,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7816,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('milk', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7854,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",37,0,0.0,1,0,0.0,37,1,0.02702702702702703,0.0
7857,"[('low_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('flour', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7885,"[('high_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7932,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('more_than_6_hours', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7937,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7945,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('flour', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
7970,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('asia', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('chicken_egg', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
7996,"[('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('flour', 'contains')]",3,0,0.0,1,0,0.0,3,0,0.0,0.0
8017,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
8074,"[('high_fat', 'HasFatLevel'), ('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('vegetarian', 'hasDietType'), ('oceania', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
8081,"[('medium_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('standard', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",2,0,0.0,1,0,0.0,2,0,0.0,0.0
8147,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('flour', 'contains')]",5,0,0.0,1,0,0.0,5,0,0.0,0.0
8218,"[('medium_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('flour', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
8225,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
8321,"[('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('europe', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
8332,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('asia', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",1,0,0.0,1,0,0.0,1,0,0.0,0.0
