Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
13628,"[('low_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13638,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType'), ('vegetarian', 'hasDietType'), ('asia', 'isFromRegion'), ('cinnamon', 'contains')]",2,1,0.5,2,1,0.5,2,1,0.5,0.5
13641,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType'), ('europe', 'isFromRegion'), ('chicken_egg', 'contains')]",3,0,0.0,2,0,0.0,3,0,0.0,0.0
13643,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('middle_east', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13663,"[('medium_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('global', 'isFromRegion'), ('cinnamon', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13666,"[('high_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('standard', 'hasDietType'), ('onion', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13702,"[('high_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('europe', 'isFromRegion'), ('butter', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
13711,"[('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13712,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('milk', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
13725,"[('high_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('standard', 'hasDietType'), ('asia', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('milk', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13729,"[('medium_carb', 'HasCarbLevel'), ('medium_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('vegan', 'hasDietType'), ('middle_east', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13730,"[('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13735,"[('medium_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType'), ('vegetarian', 'hasDietType'), ('sugar', 'contains')]",3,0,0.0,2,0,0.0,3,0,0.0,0.0
13736,"[('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('north_america', 'isFromRegion'), ('salt_product', 'contains')]",54,0,0.0,2,0,0.0,54,5,0.09259259259259259,0.0
13742,"[('medium_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('north_america', 'isFromRegion'), ('tomato', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13752,"[('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13753,"[('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13780,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('high_sugar', 'HasSugarLevel'), ('breakfast', 'isForMealType'), ('vegan', 'hasDietType'), ('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13786,"[('low_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('dessert', 'isForMealType'), ('less_than_4_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13802,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('less_than_6_hours', 'needTimeToCook'), ('flour', 'contains')]",4,0,0.0,2,0,0.0,4,0,0.0,0.0
13806,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('more_than_6_hours', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13810,"[('high_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('honey', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13817,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('high_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13819,"[('high_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('sugar', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13820,"[('medium_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('onion', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13822,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('standard', 'hasDietType'), ('oceania', 'isFromRegion'), ('garlic_clove', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13823,"[('high_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('vegan', 'hasDietType'), ('middle_east', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('olive_oil', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
13824,"[('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('standard', 'hasDietType'), ('garlic_clove', 'contains')]",4,0,0.0,2,0,0.0,4,0,0.0,0.0
13840,"[('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('middle_east', 'isFromRegion'), ('tomato', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13841,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('global', 'isFromRegion'), ('garlic_clove', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
13868,"[('high_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('dinner', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('olive_oil', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
13869,"[('high_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('africa', 'isFromRegion'), ('cumin_seed', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13873,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('lunch', 'isForMealType'), ('vegan', 'hasDietType'), ('asia', 'isFromRegion'), ('salt_product', 'contains')]",6,0,0.0,2,0,0.0,6,0,0.0,0.0
13874,"[('high_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",1,1,1.0,2,1,0.5,1,1,1.0,0.6666666666666666
13878,"[('low_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook'), ('honey', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
13891,"[('high_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('paleo', 'hasDietType'), ('middle_east', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",3,0,0.0,2,0,0.0,3,0,0.0,0.0
13921,"[('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType'), ('paleo', 'hasDietType'), ('olive_oil', 'contains')]",4,0,0.0,2,0,0.0,4,0,0.0,0.0
13928,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('high_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('vegan', 'hasDietType'), ('europe', 'isFromRegion'), ('onion', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13947,"[('medium_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('starter', 'isForMealType'), ('north_america', 'isFromRegion'), ('pepper', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13953,"[('high_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('vegetarian', 'hasDietType'), ('flour', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13961,"[('high_carb', 'HasCarbLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('garlic_clove', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13974,"[('low_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('tomato', 'contains')]",4,0,0.0,2,0,0.0,4,0,0.0,0.0
13980,"[('high_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('europe', 'isFromRegion'), ('onion', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13984,"[('low_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
13991,"[('low_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('north_america', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14003,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('snack', 'isForMealType'), ('vegan', 'hasDietType'), ('global', 'isFromRegion'), ('pepper', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14010,"[('medium_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('standard', 'hasDietType'), ('global', 'isFromRegion'), ('sugar', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14035,"[('high_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14043,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType')]",6,0,0.0,2,0,0.0,6,0,0.0,0.0
14066,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('middle_east', 'isFromRegion'), ('brown_sugar', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14072,"[('high_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('global', 'isFromRegion')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14074,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('north_america', 'isFromRegion'), ('cumin_seed', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14076,"[('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('olive_oil', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
14098,"[('medium_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType'), ('north_america', 'isFromRegion'), ('salt_product', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
14100,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('oceania', 'isFromRegion'), ('pepper', 'contains')]",8,0,0.0,2,0,0.0,8,1,0.125,0.0
14119,"[('low_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14125,"[('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('more_than_6_hours', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14134,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('vegetarian', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",4,0,0.0,2,0,0.0,4,0,0.0,0.0
14148,"[('medium_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion'), ('flour', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14156,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('vegetarian', 'hasDietType')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14158,"[('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",15,1,0.06666666666666667,2,1,0.5,15,1,0.06666666666666667,0.11764705882352941
14164,"[('low_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('milk', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14187,"[('high_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('drink', 'isForMealType'), ('vegetarian', 'hasDietType'), ('europe', 'isFromRegion')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14196,"[('medium_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType'), ('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14204,"[('medium_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('standard', 'hasDietType'), ('salt_product', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14214,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('high_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('vegan', 'hasDietType'), ('africa', 'isFromRegion'), ('cumin_seed', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14220,"[('high_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('dessert', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion'), ('sugar', 'contains')]",3,0,0.0,2,0,0.0,3,0,0.0,0.0
14226,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('middle_east', 'isFromRegion'), ('onion', 'contains')]",3,0,0.0,2,0,0.0,3,0,0.0,0.0
14236,"[('low_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('drink', 'isForMealType'), ('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('milk', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14237,"[('medium_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('paleo', 'hasDietType')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14244,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('honey', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14246,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('chicken_egg', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
14256,"[('high_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('paleo', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('cumin_seed', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14259,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('asia', 'isFromRegion'), ('pepper', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
14267,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('lunch', 'isForMealType'), ('less_than_4_hours', 'needTimeToCook'), ('onion', 'contains')]",4,0,0.0,2,0,0.0,4,0,0.0,0.0
14268,"[('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",5,0,0.0,2,0,0.0,5,0,0.0,0.0
14280,"[('high_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('lunch', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
14282,"[('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('europe', 'isFromRegion'), ('olive_oil', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14285,"[('low_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('drink', 'isForMealType'), ('vegan', 'hasDietType'), ('pepper', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14291,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('brunch', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14314,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('africa', 'isFromRegion'), ('salt_product', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14326,"[('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('standard', 'hasDietType'), ('europe', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14338,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14339,"[('high_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('vegetarian', 'hasDietType'), ('africa', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,2,0,0.0,1,0,0.0,0.0
14340,"[('low_carb', 'HasCarbLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('brown_sugar', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
14359,"[('medium_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook'), ('tomato', 'contains')]",2,0,0.0,2,0,0.0,2,0,0.0,0.0
